SEARCH KEYWORD,MODIFIED KEYWORD,QCR KEYWORD,ATTRIBUTE EXTRACTION FLAG,SOLR EXECUTION,SOLR STATUS,ALFA EXECUTION,ALFA STATUS,MARS EXECUTION,MARS STATUS,OMNIMARS EXECUTION,OMNIMARS STATUS,CHATGPT EXECUTION,CHATGPT STATUS,MERI EXECUTION,MERI STATUS,ENSEMBLE RUN,SOLR_INFO,ALFA_INFO,MARS_INFO,OMNIMARS_INFO,CHATGPT_INFO,MERI_INFO,ID 1,NAME 1,MCAT_ACCURACY_LEVEL 1,ID 2,NAME 2,MCAT_ACCURACY_LEVEL 2,ID 3,NAME 3,MCAT_ACCURACY_LEVEL 3,ID 4,NAME 4,MCAT_ACCURACY_LEVEL 4,ID 5,NAME 5,MCAT_ACCURACY_LEVEL 5
liver syrup,liver syrup,liver syrup,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 151066   |   Ayurvedic Liver Tonic   |   High || 9629   |   Allopathic Liver Tonic   |   Medium || 9216   |   Ayurvedic Herbal Syrups & Tonics   |   Medium ||  ],alfa-info: [ 9629   |   allopathic liver tonic   |   High || 151066   |   ayurvedic liver tonic   |   Medium ||  ],mars-info: [ 9629   |   liver tonic   |   Medium || 151066   |   ayurvedic liver tonic   |   Low || 5883   |   pharmaceutical syrup   |   Low ||  ],[],[],[],9629,Allopathic Liver Tonic,High,151066,Ayurvedic Liver Tonic,Medium,9216,Ayurvedic Herbal Syrups & Tonics,Medium,5883,Pharmaceutical Syrup,Medium,178449,PCD Pharma Franchise,Low
fiber pot,fiber pot,fiber pot,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 84854   |   Fiberglass Planter   |   High || 187053   |   Fiber Flower Pot   |   High || 106593   |   FRP Pot   |   Medium || 25423   |   Decorative Flower Pot   |   Medium || 43766   |   Coir Pot   |   Medium ||  ],alfa-info: [ 187053   |   fiber flower pot   |   High || 6479   |   flower pots   |   Medium || 84854   |   fiberglass planter   |   Medium ||  ],mars-info: [ 187053   |   fiber flower pot   |   Medium || 106593   |   frp pot   |   Low || 84854   |   fiberglass planter   |   Low ||  ],[],[],[],84854,Fiberglass Planter,High,187053,Fiber Flower Pot,High,106593,FRP Pot,Medium,6479,Flower Pots,Medium,25423,Decorative Flower Pot,Medium
stage decoration services,stage decoration services,stage decoration services,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 175222   |   Stage Flower Decoration Services   |   High || 38694   |   Stage Decoration   |   High || 180766   |   Stage Setup Services   |   Medium || 44235   |   Floral Decoration   |   Medium ||  ],alfa-info: [ 38694   |   stage decoration   |   High || 175222   |   stage flower decoration services   |   High ||  ],mars-info: [ 175222   |   stage flower decoration services   |   Medium || 38694   |   stage decoration   |   Low || 180766   |   stage setup services   |   Low ||  ],[],[],[],175222,Stage Flower Decoration Services,High,38694,Stage Decoration,Medium,180766,Stage Setup Services,Medium,44235,Floral Decoration,Medium,4926,Artificial Flowers,Low
10 rupees note,note,10 rupees note,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 122219   |   Dummy Currency Notes   |   High || 185301   |   Sticky Notes   |   Medium || 161227   |   Silver Note   |   Medium ||  ],alfa-info: [ 122219   |   dummy currency notes   |   High || 161227   |   silver note   |   Medium || 55139   |   antique coins   |   Medium || 114012   |   old coins   |   Medium ||  ],mars-info: [ 122219   |   dummy currency notes   |   High || 55140   |   collectible coin   |   Low || 161227   |   silver note   |   Low ||  ],[],[],[],122219,Dummy Currency Notes,High,161227,Silver Note,Medium,185301,Sticky Notes,Medium,55140,Collectible Coin,Medium,42843,Money Transfer Services,Low
lithium phosphate battery,lithium phosphate battery,lithium phosphate battery,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 228298   |   Lithium Iron Phosphate Battery   |   High || 229366   |   Lifepo4 Battery   |   High || 17193   |   Lithium Ion Battery   |   Medium ||  ],alfa-info: [ 228298   |   lithium iron phosphate battery   |   High ||  ],mars-info: [ 228298   |   lithium iron phosphate battery   |   High || 17193   |   lithium ion battery   |   Low || 32470   |   lithium polymer battery   |   Low ||  ],[],[],[],228298,Lithium Iron Phosphate Battery,High,17193,Lithium Ion Battery,Medium,229366,Lifepo4 Battery,Medium,32470,Lithium Polymer Battery,Medium,108093,Electric Scooter Batteries,Low
fancy jacquard fabric,fancy jacquard fabric,fancy jacquard fabric,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 68990   |   Fancy Fabric   |   High || 105859   |   Fabric   |   Medium ||  ],alfa-info: [ 68990   |   fancy fabric   |   High ||  ],mars-info: [ 508   |   jacquard fabric   |   Low || 68990   |   fancy fabric   |   Low || 188234   |   fancy net fabric   |   Low ||  ],[],[],[],68990,Fancy Fabric,High,508,Jacquard Fabric,Medium,105859,Fabric,Medium,188234,Fancy Net Fabric,Medium,1318,Cotton Fabric,Low
empty glass bottles,empty glass bottles,empty glass bottles,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 10656   |   Amber Glass Bottle   |   High || 12085   |   Glass Perfume Bottles   |   High || 185482   |   Decorative Glass Bottles   |   High || 612   |   Glass Bottles   |   Medium || 74493   |   Crystal Perfume Bottle   |   Medium ||  ],alfa-info: [ 612   |   glass bottles   |   High || 185482   |   decorative glass bottles   |   Medium || 10656   |   amber glass bottle   |   Medium || 12085   |   glass perfume bottles   |   Medium ||  ],mars-info: [ 612   |   glass bottles   |   High || 12085   |   glass perfume bottles   |   Low || 43850   |   empty mineral water bottle   |   Low ||  ],[],[],[],612,Glass Bottles,High,10656,Amber Glass Bottle,Medium,12085,Glass Perfume Bottles,Medium,185482,Decorative Glass Bottles,Medium,43850,Empty Mineral Water Bottle,Medium
ocean freight service,ocean freight service,ocean freight service,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 173389   |   LCL Shipment Service   |   High || 37664   |   Sea Freight Forwarding   |   High || 29006   |   Freight Forwarding Services   |   Medium ||  ],alfa-info: [ 173389   |   lcl shipment service   |   High || 37664   |   sea freight forwarding   |   High ||  ],mars-info: [ 173389   |   lcl shipment service   |   High || 37664   |   sea freight forwarding   |   Low || 84088   |   air cargo service   |   Low ||  ],[],[],[],173389,LCL Shipment Service,High,37664,Sea Freight Forwarding,High,29006,Freight Forwarding Services,Medium,84088,Air Cargo Service,Medium,78470,Custom Clearing Service,Low
party wear designer suit,party wear designer suit,party wear designer suit,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 78218   |   Designer Men Suit   |   High || 10013   |   Men Suits   |   Medium ||  ],alfa-info: [ 139337   |   ladies designer suits   |   High || 181842   |   ladies party wear suit   |   High ||  ],mars-info: [ 181842   |   ladies party wear suit   |   High || 139337   |   ladies designer suits   |   Low || 188221   |   men party wear suit   |   Low ||  ],[],[],[],181842,Ladies Party Wear Suit,Medium,139337,Ladies Designer Suits,Medium,78218,Designer Men Suit,Medium,10013,Men Suits,Medium,188221,Men Party Wear Suit,Medium
women sandals,women sandals,women sandals,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 191327   |   Girls Sandal   |   High || 442303   |   Ladies Rexine Sandals   |   High || 161122   |   Ladies Flat Sandals   |   High || 185457   |   PU Ladies Sandal   |   High || 11291   |   Ladies Sandal   |   Medium || 203655   |   Bata Ladies Sandal   |   Medium || 217446   |   Flite Ladies Sandal   |   Medium || 205664   |   Action Ladies Sandal   |   Medium || 24070   |   Children Sandals   |   Medium || 205665   |   Liberty Ladies Sandal   |   Medium || 220055   |   Bata Children Sandals   |   Medium || 217449   |   Sparx Ladies Sandal   |   Medium || 213916   |   KORAKARI Ladies Sandal   |   Medium ||  ],alfa-info: [ 11291   |   ladies sandal   |   High || 69223   |   ladies fashion footwear   |   Medium || 191327   |   girls sandal   |   Medium ||  ],mars-info: [ 11291   |   ladies sandal   |   Low || 11293   |   ladies slippers   |   Low || 191327   |   girls sandal   |   Low ||  ],[],[],[],191327,Girls Sandal,High,11291,Ladies Sandal,High,442303,Ladies Rexine Sandals,Medium,69223,Ladies Fashion Footwear,Medium,11293,Ladies Slippers,Medium
3 pin plug,3 pin plug,3 pin plug,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 113772   |   Flat Pin Plug   |   High || 5074   |   Plug Tops   |   High || 27612   |   Plugs   |   Medium ||  ],alfa-info: [ 113772   |   flat pin plug   |   High || 27612   |   plugs   |   Medium ||  ],mars-info: [ 113772   |   flat pin plug   |   Medium || 27612   |   plugs   |   Low || 118264   |   electrical plug pin   |   Low ||  ],[],[],[],113772,Flat Pin Plug,High,27612,Plugs,Medium,5074,Plug Tops,Medium,118264,Electrical Plug Pin,Medium,40207,Travel Adapter,Low
kids casual shoes,kids casual shoes,kids casual shoes,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 45553   |   Baby Casual Shoes   |   High || 31306   |   Kids Shoes   |   Medium || 43792   |   Baby Shoes   |   Medium ||  ],alfa-info: [ 31306   |   kids shoes   |   High || 45553   |   baby casual shoes   |   High ||  ],mars-info: [ 45553   |   baby casual shoes   |   Medium || 77671   |   children fashion shoes   |   Low || 31306   |   kids shoes   |   Low ||  ],[],[],[],45553,Baby Casual Shoes,High,31306,Kids Shoes,Medium,77671,Children Fashion Shoes,Medium,43792,Baby Shoes,Medium,5638,Casual Shoes,Low
water supply,water supply,water supply,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 172864   |   Water Supply Services   |   High || 173203   |   Rural Water Supply   |   Medium || 43604   |   Architectural Services   |   Medium || 78841   |   Water Supply System   |   Medium || 55977   |   Water Supply Pipe   |   Medium || 165272   |   Drinking Water Supply Services   |   Medium ||  ],alfa-info: [ 172864   |   water supply services   |   High || 173203   |   rural water supply   |   Medium || 165272   |   drinking water supply services   |   Medium ||  ],mars-info: [ 173203   |   rural water supply   |   Low || 172864   |   water supply services   |   Low || 55977   |   water supply pipe   |   Low ||  ],[],[],[],172864,Water Supply Services,High,173203,Rural Water Supply,Medium,165272,Drinking Water Supply Services,Medium,55977,Water Supply Pipe,Medium,43604,Architectural Services,Medium
ac banquet halls,ac banquet halls,ac banquet halls,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 22834   |   Banquet Facilities   |   High || 25770   |   Conference Hall   |   Medium ||  ],alfa-info: [ 22834   |   banquet facilities   |   High ||  ],mars-info: [ 22834   |   banquet facilities   |   High || 147163   |   banquet hall interior design   |   Low || 25770   |   conference hall   |   Low ||  ],[],[],[],22834,Banquet Facilities,High,25770,Conference Hall,Medium,147163,Banquet Hall Interior Design,Medium,144406,Birthday Party Event Services,Low,31020,Interior Designers,Low
flats construction service,flats construction service,flats construction service,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 169352   |   Flats Development Services   |   High || 78465   |   Construction Service   |   Medium || 68330   |   Residential Construction Service   |   Medium || 23641   |   Building Construction   |   Medium ||  ],alfa-info: [ 169352   |   flats development services   |   High || 68330   |   residential construction service   |   Medium || 23641   |   building construction   |   Medium ||  ],mars-info: [ 169352   |   flats development services   |   High || 68330   |   residential construction service   |   Low || 78465   |   construction service   |   Low ||  ],[],[],[],169352,Flats Development Services,High,68330,Residential Construction Service,Medium,78465,Construction Service,Medium,23641,Building Construction,Medium,35976,Residential Flats,Low
synthetic leather,synthetic leather,synthetic leather,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 221779   |   Synthetic Leather Shoes   |   High || 153412   |   Men Leather Shoes   |   Medium || 180391   |   Men Formal Shoes   |   Medium || 186852   |   Men Loafer Shoes   |   Medium ||  ],alfa-info: [ 20996   |   faux leather   |   High || 22128   |   artificial leather   |   High ||  ],mars-info: [ 20996   |   faux leather   |   High || 22128   |   artificial leather   |   Low || 34800   |   pu leather   |   Low ||  ],[],[],[],20996,Faux Leather,High,221779,Synthetic Leather Shoes,Medium,22128,Artificial Leather,Medium,153412,Men Leather Shoes,Medium,180391,Men Formal Shoes,Medium
dona paper plate making machine,dona paper plate making machine,dona paper plate making machine,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 120835   |   Paper Dona Machine   |   High || 44757   |   Paper Plate Making Machine   |   High || 152232   |   Fully Automatic Dona Making Machine   |   Medium || 182625   |   Dona Making Machine   |   Medium ||  ],alfa-info: [ 120835   |   paper dona machine   |   High ||  ],mars-info: [ 120835   |   paper dona machine   |   Medium || 44757   |   paper plate making machine   |   Low || 182625   |   dona making machine   |   Low ||  ],[],[],[],120835,Paper Dona Machine,High,44757,Paper Plate Making Machine,Medium,182625,Dona Making Machine,Medium,152232,Fully Automatic Dona Making Machine,Medium,139057,Hydraulic Paper Plate Machine,Low
frozen momos,frozen momos,frozen momos,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 653703   |   Frozen Momos   |   High || 178078   |   Veg Momos   |   Medium || 180839   |   Chicken Momos   |   Medium || 178056   |   Paneer Momos   |   Medium ||  ],alfa-info: [ 653703   |   frozen momos   |   High ||  ],mars-info: [ 178078   |   veg momos   |   High || 180839   |   chicken momos   |   Low || 1554   |   frozen food   |   Low ||  ],[],[],[],653703,Frozen Momos,High,178078,Veg Momos,Medium,180839,Chicken Momos,Medium,1554,Frozen Food,Medium,178056,Paneer Momos,Medium
men hair cutting service,men hair cutting service,men hair cutting service,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 29952   |   Hair Cutting   |   High || 175894   |   Women Hair Cut Services   |   High || 168592   |   Designer Hair Cut   |   Medium || 49933   |   Beauty Services   |   Medium ||  ],alfa-info: [ 29952   |   hair cutting   |   High ||  ],mars-info: [ 29952   |   hair cutting   |   High || 175894   |   women hair cut services   |   Low || 29955   |   hair styling salon services   |   Low ||  ],[],[],[],29952,Hair Cutting,High,175894,Women Hair Cut Services,Medium,168592,Designer Hair Cut,Medium,29955,Hair Styling Salon Services,Medium,49933,Beauty Services,Medium
led panel light housing,led panel light housing,led panel light housing,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 164779   |   Panel Light Housing   |   High || 178118   |   LED Panel Housing   |   High ||  ],alfa-info: [ 178118   |   led panel housing   |   High || 164779   |   panel light housing   |   High ||  ],mars-info: [ 164779   |   panel light housing   |   High || 178118   |   led panel housing   |   Low || 154026   |   plastic led light housing   |   Low ||  ],[],[],[],164779,Panel Light Housing,High,178118,LED Panel Housing,Medium,154026,Plastic LED Light Housing,Medium,121185,LED Panel Light,Low,181802,LED Surface Mounted Light,Low
marriage party photography services,marriage party photography services,marriage party photography services,0,true,success,true,success,true,success,false,false,false,false,false,false,True,solr-info: [ 40973   |   Wedding Photographers   |   High || 20989   |   Photography Services   |   Medium ||  ],alfa-info: [ 40973   |   wedding photographers   |   High || 20989   |   photography services   |   Medium ||  ],mars-info: [ 20989   |   photography services   |   High || 40973   |   wedding photographers   |   Low || 181158   |   event photography   |   Low ||  ],[],[],[],40973,Wedding Photographers,High,20989,Photography Services,Medium,181158,Event Photography,Medium,35772,Product Photography,Low,171980,Modeling Photo Shoot,Low
