name,type,country,city,address,lat,lon,beds,departments,ownership,icu
Cuttack Health Institute,specialty hospital,India,Cuttack,"696 High St, Cuttack, India",20.469103,85.956879,100,cardiology || dental || emergency || gastroenterology || nephrology || urology,trust,True
New York Health Institute #75,general hospital,United States,New York,"32 Church St, New York, United States",40.73402,-73.936876,50,dental || gastroenterology || orthopedics || physiotherapy || psychiatry || radiology,private,True
Jaipur Superspeciality Hospital,specialty hospital,India,Jaipur,"369 NH 48, Jaipur, India",26.982357,75.817362,50,cardiology || dental || hematology || oncology,public,True
Osaka City Infirmary #76,specialty hospital,Japan,Osaka,"426 Main Bazaar Rd, Osaka, Japan",34.661854,135.535608,50,nephrology || neurosurgery || ophthalmology || orthopedics || pediatrics || physiotherapy || psychiatry || pulmonology,public,True
Udaipur Multispeciality Hospital,general hospital,India,Udaipur,"514 Temple Rd, Udaipur, India",24.598547,73.687841,250,dental || dermatology || ent || neurosurgery || oncology || urology,private,True
Warangal Medical Center #77,specialty hospital,India,Warangal,"880 Temple Rd, Warangal, India",17.896219,79.653546,1000,dental || emergency || ent || gynecology || neurosurgery || physiotherapy,private,True
Paris General Hospital,general hospital,France,Paris,"12 College Rd, Paris, France",48.93162,2.392144,50,ent || gastroenterology || nephrology || ophthalmology || pulmonology || radiology,public,True
Rio de Janeiro Care Hospital #78,general hospital,Brazil,Rio de Janeiro,"174 Maple Ave, Rio de Janeiro, Brazil",-22.865478,-43.248966,25,cardiology || dermatology || emergency || oncology || ophthalmology || pediatrics || physiotherapy || psychiatry,trust,False
Vadodara Care Hospital,general hospital,India,Vadodara,"115 Lakeview Ave, Vadodara, India",22.278978,73.179383,400,ent || gastroenterology || hematology || physiotherapy || psychiatry || pulmonology || urology,public,True
Bengaluru Health Institute,teaching hospital,India,Bengaluru,"610 Ring Rd, Bengaluru, India",13.000927,77.585944,100,gastroenterology || nephrology || neurosurgery || psychiatry || radiology || urology,public,False
Chicago Medical Center #79,general hospital,United States,Chicago,"488 High St, Chicago, United States",41.95764,-87.641611,150,dental || ent || gastroenterology || hematology || neurosurgery || physiotherapy,public,False
Bilaspur Multispeciality Hospital,general hospital,India,Bilaspur,"543 Maple Ave, Bilaspur, India",22.02578,82.18627,300,dental || nephrology || urology,private,True
Vadodara Care Hospital,general hospital,India,Vadodara,"599 Sector 21 Rd, Vadodara, India",22.262523,73.114381,250,ent || neurosurgery || ophthalmology || orthopedics || radiology || urology,trust,True
Delhi Medical Center #80,general hospital,India,Delhi,"107 Main Bazaar Rd, Delhi, India",28.638622,77.172722,1000,cardiology || neurosurgery || oncology || orthopedics || pediatrics,public,True
Paris Medical Center,general hospital,France,Paris,"877 Ring Rd, Paris, France",48.800769,2.341374,750,dental || gynecology || hematology || physiotherapy || psychiatry || pulmonology,private,False
Bilaspur Care Hospital,specialty hospital,India,Bilaspur,"684 Park Ave, Bilaspur, India",22.066756,82.161264,150,dermatology || emergency || orthopedics || pediatrics || pulmonology,public,False
Rohtak Care Hospital #81,general hospital,India,Rohtak,"951 Sunrise Blvd, Rohtak, India",28.859374,76.684036,150,emergency || gastroenterology || gynecology || ophthalmology || pediatrics || physiotherapy || pulmonology,private,False
Ranchi Care Hospital #82,general hospital,India,Ranchi,"586 Temple Rd, Ranchi, India",23.407156,85.266393,75,cardiology || dental || hematology || ophthalmology || physiotherapy || psychiatry,private,True
Isfahan General Hospital,teaching hospital,Iran,Isfahan,"503 College Rd, Isfahan, Iran",32.579581,51.692267,100,cardiology || emergency || gastroenterology || neurosurgery || orthopedics || urology,private,True
Bilaspur Health Institute,general hospital,India,Bilaspur,"57 MG Road, Bilaspur, India",22.137897,82.134814,1000,dental || emergency || gastroenterology || psychiatry || radiology,private,True
Bengaluru Medical College & Hospital,general hospital,India,Bengaluru,"400 Station Rd, Bengaluru, India",12.921284,77.65358,400,cardiology || emergency || ent || gynecology || ophthalmology || physiotherapy || psychiatry || urology,public,True
Jammu Medical College & Hospital #83,general hospital,India,Jammu,"316 College Rd, Jammu, India",32.769947,74.912165,300,cardiology || dental || dermatology || gastroenterology || psychiatry || pulmonology || radiology,private,True
Madurai Multispeciality Hospital,teaching hospital,India,Madurai,"550 Ring Rd, Madurai, India",9.945395,78.060799,25,dental || dermatology || emergency || ent || neurosurgery || physiotherapy || radiology || urology,public,False
Visakhapatnam City Infirmary #84,specialty hospital,India,Visakhapatnam,"927 High St, Visakhapatnam, India",17.754136,83.237164,400,emergency || psychiatry || pulmonology,private,True
Moradabad Superspeciality Hospital #85,general hospital,India,Moradabad,"346 Sector 21 Rd, Moradabad, India",28.835644,78.712069,50,dental || gynecology || hematology || nephrology || radiology,trust,True
Kanpur Health Institute #86,general hospital,India,Kanpur,"776 NH 48, Kanpur, India",26.47959,80.320749,75,dental || psychiatry || pulmonology || urology,public,False
Bareilly Medical College & Hospital,general hospital,India,Bareilly,"499 MG Road, Bareilly, India",28.365655,79.360673,200,cardiology || emergency || pulmonology,private,True
Warangal Multispeciality Hospital,general hospital,India,Warangal,"656 Temple Rd, Warangal, India",17.931939,79.641709,100,cardiology || nephrology || neurosurgery || oncology || psychiatry || pulmonology || urology,private,False
Kolkata Care Hospital,general hospital,India,Kolkata,"242 Sunrise Blvd, Kolkata, India",22.565435,88.285759,50,ent || gynecology || urology,trust,False
Guwahati Superspeciality Hospital,general hospital,India,Guwahati,"816 Ring Rd, Guwahati, India",26.127299,91.73299,200,cardiology || ent || nephrology || ophthalmology || physiotherapy || psychiatry || pulmonology || radiology,public,True
Nashik Multispeciality Hospital #87,specialty hospital,India,Nashik,"948 Green Park Rd, Nashik, India",19.964166,73.820997,500,cardiology || gynecology || ophthalmology || pulmonology,public,True
Jodhpur Health Institute,specialty hospital,India,Jodhpur,"920 Park Ave, Jodhpur, India",26.283676,72.950639,150,gynecology || neurosurgery || physiotherapy || radiology,public,True
Raipur Superspeciality Hospital #88,specialty hospital,India,Raipur,"56 NH 48, Raipur, India",21.188189,81.588327,1200,gastroenterology || orthopedics || psychiatry || pulmonology,public,True
Kochi Care Hospital,general hospital,India,Kochi,"709 Maple Ave, Kochi, India",9.873999,76.267122,250,ent || gynecology || hematology || orthopedics || psychiatry,public,True
Sao Paulo City Infirmary,specialty hospital,Brazil,Sao Paulo,"236 MG Road, Sao Paulo, Brazil",-23.523406,-46.630056,25,dental || ent || nephrology || neurosurgery || ophthalmology || orthopedics,public,False
Berlin Health Institute,general hospital,Germany,Berlin,"950 Ring Rd, Berlin, Germany",52.492234,13.407834,50,cardiology || dermatology || ent || gastroenterology || nephrology || neurosurgery || urology,private,False
Moradabad Medical Center,general hospital,India,Moradabad,"572 Oak St, Moradabad, India",28.8147,78.698612,50,dermatology || ent || gynecology || hematology || nephrology || orthopedics || radiology || urology,public,False
Guwahati General Hospital,general hospital,India,Guwahati,"142 Sector 21 Rd, Guwahati, India",26.128008,91.677435,200,cardiology || emergency || psychiatry || urology,public,True
Gurugram Medical College & Hospital,specialty hospital,India,Gurugram,"628 Green Park Rd, Gurugram, India",28.489814,77.074694,75,dermatology || emergency || ent || orthopedics || pediatrics || pulmonology || radiology,trust,True
Nashik General Hospital,general hospital,India,Nashik,"573 MG Road, Nashik, India",19.944297,73.726531,250,dermatology || ent || hematology || neurosurgery || orthopedics || pediatrics || radiology,private,False
Gwalior Superspeciality Hospital,specialty hospital,India,Gwalior,"329 Hill Rd, Gwalior, India",26.251336,78.107854,750,dermatology || ent || nephrology || ophthalmology || pediatrics,public,True
Hisar Medical Center,general hospital,India,Hisar,"846 Green Park Rd, Hisar, India",29.077515,75.728307,300,emergency || orthopedics || physiotherapy || psychiatry || urology,trust,True
Kanpur Care Hospital,general hospital,India,Kanpur,"169 Temple Rd, Kanpur, India",26.509255,80.366154,400,hematology || ophthalmology || physiotherapy,trust,True
Gurugram Medical College & Hospital,general hospital,India,Gurugram,"136 College Rd, Gurugram, India",28.433812,77.076972,50,cardiology || gynecology || nephrology || oncology || psychiatry,public,False
Jabalpur Health Institute,general hospital,India,Jabalpur,"662 Park Ave, Jabalpur, India",23.244671,79.994015,400,dental || ent || hematology || oncology || physiotherapy || psychiatry,public,False
Patna Superspeciality Hospital,teaching hospital,India,Patna,"789 Maple Ave, Patna, India",25.586471,85.160572,200,oncology || psychiatry || pulmonology || urology,private,True
Kanpur City Infirmary,specialty hospital,India,Kanpur,"683 Ring Rd, Kanpur, India",26.486954,80.264961,50,dermatology || gynecology || neurosurgery || radiology,private,False
Indore General Hospital,teaching hospital,India,Indore,"152 Hill Rd, Indore, India",22.679137,75.803227,500,cardiology || dental || gynecology || oncology || psychiatry || pulmonology,private,True
Guwahati Health Institute #89,teaching hospital,India,Guwahati,"560 Hospital Rd, Guwahati, India",26.099574,91.812338,100,gastroenterology || hematology || oncology || ophthalmology || physiotherapy,private,False
Warangal Medical Center,teaching hospital,India,Warangal,"143 Green Park Rd, Warangal, India",17.918039,79.640452,250,cardiology || gastroenterology || oncology,private,True
Agra General Hospital,general hospital,India,Agra,"540 Church St, Agra, India",27.176411,78.016958,300,cardiology || emergency || orthopedics || psychiatry || radiology,private,True
Nagpur Multispeciality Hospital,specialty hospital,India,Nagpur,"967 Maple Ave, Nagpur, India",21.102353,79.167613,1000,cardiology || gastroenterology || hematology || nephrology || orthopedics || psychiatry || pulmonology || urology,public,True
Shanghai Superspeciality Hospital,general hospital,China,Shanghai,"426 Main Bazaar Rd, Shanghai, China",31.254452,121.425627,250,dental || ent || hematology || nephrology || pulmonology,private,True
Dehradun Health Institute #90,teaching hospital,India,Dehradun,"775 Sector 21 Rd, Dehradun, India",30.248052,77.957104,75,cardiology || nephrology || pediatrics,private,False
Madrid Superspeciality Hospital #91,general hospital,Spain,Madrid,"568 College Rd, Madrid, Spain",40.41082,-3.644876,300,oncology || ophthalmology || physiotherapy,private,True
Delhi City Infirmary,teaching hospital,India,Delhi,"855 College Rd, Delhi, India",28.652733,77.197079,100,nephrology || oncology || pulmonology,private,False
Ahmedabad Care Hospital,teaching hospital,India,Ahmedabad,"614 Hill Rd, Ahmedabad, India",23.001866,72.649424,25,dental || dermatology || nephrology || ophthalmology || pediatrics || physiotherapy || urology,public,False
Patna City Infirmary,general hospital,India,Patna,"473 Ring Rd, Patna, India",25.652825,85.150188,150,dermatology || orthopedics || pediatrics || pulmonology || urology,private,False
Gurugram Medical Center,specialty hospital,India,Gurugram,"188 Station Rd, Gurugram, India",28.495541,77.024467,500,dental || ent || nephrology || ophthalmology || psychiatry || pulmonology || radiology,private,True
Dubai Health Institute,general hospital,UAE,Dubai,"531 High St, Dubai, UAE",25.268912,55.258275,100,dermatology || nephrology || ophthalmology || pulmonology || radiology,public,False
Madrid Medical College & Hospital,general hospital,Spain,Madrid,"839 Ring Rd, Madrid, Spain",40.431576,-3.637822,75,oncology || ophthalmology || urology,private,True
Rajkot Health Institute #92,general hospital,India,Rajkot,"763 Station Rd, Rajkot, India",22.323575,70.82325,300,hematology || neurosurgery || oncology || physiotherapy,public,True
Warangal Medical Center #93,specialty hospital,India,Warangal,"776 NH 48, Warangal, India",17.909951,79.628632,750,dermatology || gynecology || orthopedics,private,True
Ahmedabad Care Hospital #94,general hospital,India,Ahmedabad,"11 Station Rd, Ahmedabad, India",22.971249,72.529407,1000,orthopedics || physiotherapy || pulmonology,private,True
Nellore Care Hospital,general hospital,India,Nellore,"165 Hospital Rd, Nellore, India",14.391556,80.043202,150,cardiology || emergency || ent || gastroenterology || gynecology || nephrology || neurosurgery || oncology,private,False
Montreal General Hospital,general hospital,Canada,Montreal,"220 Hospital Rd, Montreal, Canada",45.461457,-73.50808,150,dermatology || emergency || ent || ophthalmology || psychiatry || pulmonology || radiology || urology,trust,True
Mangaluru Medical Center,general hospital,India,Mangaluru,"478 Station Rd, Mangaluru, India",12.916471,74.833477,200,cardiology || ent || hematology || oncology || ophthalmology || pediatrics || urology,public,True
Guwahati Care Hospital,specialty hospital,India,Guwahati,"232 Green Park Rd, Guwahati, India",26.090664,91.718773,1000,dental || emergency || nephrology || oncology || orthopedics || psychiatry,private,False
