SEARCH KEYWORD,MODIFIED KEYWORD,QCR KEYWORD,ATTRIBUTE EXTRACTION FLAG,SOLR EXECUTION,SOLR STATUS,ALFA EXECUTION,ALFA STATUS,MARS EXECUTION,MARS STATUS,MERI EXECUTION,MERI STATUS,CHATGPT EXECUTION,CHATGPT STATUS,ENSEMBLE RUN,SOLR_INFO,ALFA_INFO,MARS_INFO,MERI_INFO,CHATGPT_INFO,ID 1,NAME 1,MCAT_ACCURACY_LEVEL 1,ID 2,NAME 2,MCAT_ACCURACY_LEVEL 2,ID 3,NAME 3,MCAT_ACCURACY_LEVEL 3,ID 4,NAME 4,MCAT_ACCURACY_LEVEL 4,ID 5,NAME 5,MCAT_ACCURACY_LEVEL 5
Duct Hose,duct hose,Duct Hose,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 26977   |   Duct Hose   |   High || 152829   |   PVC Duct Hose   |   Medium || 37774   |   Silicone Hose   |   Medium ],alfa-info: [ 26977   |   duct hose   |   High ],mars-info: [ 26977   |   Duct Hose   |   High ],[],[],26977,Duct Hose,High,152829,PVC Duct Hose,Medium,37774,Silicone Hose,Medium,34898,PVC Hose Pipe,Low,28574,Flexible Ducts,Low
Analog Timer,analog timer,Analog Timer,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 49948   |   Analog Timer   |   High || 6882   |   Electronic Timers   |   Medium ],alfa-info: [ 49948   |   analog timer   |   High ],mars-info: [ 49948   |   Analog Timer   |   High ],[],[],49948,Analog Timer,High,6882,Electronic Timers,Medium,35821,Programmable Digital Timer,Low,11620,Digital Timer,Low,14063,Electric Timer,Low
currency counting machines,currency counting machines,currency counting machines,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 25203   |   Currency Counting Machines   |   High || 179098   |   Bundle Note Counting Machines   |   Medium || 22831   |   Banknote Counter   |   Medium || 33274   |   Money Counter   |   Medium || 184133   |   Godrej Currency Counting Machines   |   Medium || 190454   |   Maxsell Currency Counting Machines   |   Medium ],alfa-info: [ 25203   |   currency counting machines   |   High ],mars-info: [ 25203   |   Currency Counting Machines   |   High ],[],[],25203,Currency Counting Machines,High,179098,Bundle Note Counting Machines,Medium,22831,Banknote Counter,Medium,33274,Money Counter,Medium,190454,Maxsell Currency Counting Machines,Medium
Tomato,tomato,Tomato,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 2489   |   Tomato   |   High || 84749   |   Cherry Tomato   |   Medium || 962   |   Fresh Vegetables   |   Medium || 104644   |   Frozen Tomatoes   |   Medium || 77775   |   Dried Tomatoes   |   Medium || 129442   |   Sun Dried Tomatoes   |   Medium || 191512   |   Organic Tomato   |   Medium ],alfa-info: [ 2489   |   tomato   |   High ],mars-info: [ 2489   |   Tomato   |   High ],[],[],2489,Tomato,High,84749,Cherry Tomato,Medium,962,Fresh Vegetables,Medium,129442,Sun Dried Tomatoes,Medium,77775,Dried Tomatoes,Medium
Plastic Air Cooler,plastic air cooler,Plastic Air Cooler,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 138121   |   Plastic Air Cooler   |   High || 21384   |   Air Coolers   |   Medium || 164615   |   Desert Air Cooler   |   Medium || 89768   |   Portable Air Cooler   |   Medium ],alfa-info: [ 138121   |   plastic air cooler   |   High ],mars-info: [ 138121   |   Plastic Air Cooler   |   High ],[],[],138121,Plastic Air Cooler,High,21384,Air Coolers,Medium,164615,Desert Air Cooler,Medium,89768,Portable Air Cooler,Medium,127534,Mini Air Cooler,Low
Chicken Masala,chicken masala,Chicken Masala,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 3766   |   Chicken Masala   |   High || 122728   |   Masala   |   Medium || 651279   |   Everest Chicken Masala   |   Medium || 651275   |   MDH Chicken Masala   |   Medium || 203213   |   Tandoori Masala   |   Medium ],alfa-info: [ 3766   |   chicken masala   |   High ],mars-info: [ 3766   |   Chicken Masala   |   High ],[],[],3766,Chicken Masala,High,122728,Masala,Medium,651279,Everest Chicken Masala,Medium,203213,Tandoori Masala,Medium,651275,MDH Chicken Masala,Medium
Polyhouse,polyhouse,Polyhouse,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 149713   |   Polyhouse   |   High || 29816   |   Greenhouse   |   Medium || 21344   |   Agricultural Greenhouses   |   Medium ],alfa-info: [ 149713   |   polyhouse   |   High ],mars-info: [ 149713   |   Polyhouse   |   High ],[],[],149713,Polyhouse,High,29816,Greenhouse,Medium,21344,Agricultural Greenhouses,Medium,36930,Shade Net,Low,144793,Agro Shade Net,Low
Tamper Proof Courier Bags,tamper proof courier bags,Tamper Proof Courier Bags,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 25982   |   Tamper Proof Courier Bags   |   High || 184284   |   Printed Courier Bag   |   Medium ],alfa-info: [ 25982   |   tamper proof courier bags   |   High ],mars-info: [ 25982   |   Tamper Proof Courier Bags   |   High ],[],[],25982,Tamper Proof Courier Bags,High,184284,Printed Courier Bag,Medium,42951,Packaging Materials,Low,445006,Paper Courier Bag,Low,35102,Plastic Envelopes,Low
Copper Coin,copper coin,Copper Coin,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 80174   |   Copper Coin   |   High || 227466   |   Antique Silver Coin   |   Medium ],alfa-info: [ 80174   |   copper coin   |   High ],mars-info: [ 80174   |   Copper Coin   |   High ],[],[],80174,Copper Coin,High,227466,Antique Silver Coin,Medium,55140,Collectible Coin,Low,215042,Ram Darbar Coin,Low,9416,Silver Coins,Low
Finolex PVC Pipes,finolex pvc pipes,Finolex PVC Pipes,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 180382   |   Finolex PVC Pipes   |   High || 2047   |   PVC Pipes   |   High || 222514   |   Finolex Agricultural Pipes   |   Medium ],alfa-info: [ 180382   |   finolex pvc pipes   |   High ],mars-info: [ 180382   |   Finolex PVC Pipes   |   High ],[],[],180382,Finolex PVC Pipes,High,2047,PVC Pipes,Medium,222514,Finolex Agricultural Pipes,Medium,121218,PVC Conduit Pipes,Low,180915,Supreme PVC Pipes,Low
tata salt,tata salt,tata salt,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 189177   |   TATA Salt   |   High || 20729   |   Edible Salt   |   High || 10246   |   Iodized Salt   |   Medium ],alfa-info: [ 189177   |   tata salt   |   High ],mars-info: [ 189177   |   TATA Salt   |   High ],[],[],189177,TATA Salt,High,20729,Edible Salt,Medium,10246,Iodized Salt,Medium,8198,Rock Salt,Low,105903,Salt,Low
Boss Office Chair,boss office chair,Boss Office Chair,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 207119   |   Boss Office Chair   |   High || 5052   |   Office Chairs   |   High || 87966   |   High Back Office Chair   |   Medium || 87971   |   Leather Office Chair   |   Medium || 35998   |   Revolving Chair   |   Medium ],alfa-info: [ 207119   |   boss office chair   |   High ],mars-info: [ 207119   |   Boss Office Chair   |   High ],[],[],207119,Boss Office Chair,High,5052,Office Chairs,Medium,87966,High Back Office Chair,Medium,35998,Revolving Chair,Medium,87971,Leather Office Chair,Medium
Speaker Box Parts,speaker box parts,Speaker Box Parts,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 117550   |   Speaker Box Parts   |   High || 111883   |   Plastic Speaker Parts   |   Medium || 78079   |   Speaker Components   |   Medium || 55195   |   Speaker Grille   |   Medium ],alfa-info: [ 117550   |   speaker box parts   |   High ],mars-info: [ 117550   |   Speaker Box Parts   |   High ],[],[],117550,Speaker Box Parts,High,111883,Plastic Speaker Parts,Medium,78079,Speaker Components,Medium,55195,Speaker Grille,Medium,37455,Speaker Cabinet,Low
Rudraksha Beads,rudraksha beads,Rudraksha Beads,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 8339   |   Rudraksha Beads   |   High || 8340   |   Rudraksha  Mala   |   Medium ],alfa-info: [ 8339   |   rudraksha beads   |   High ],mars-info: [ 8339   |   Rudraksha Beads   |   High ],[],[],8339,Rudraksha Beads,High,8340,Rudraksha  Mala,High,181598,5 Mukhi Rudraksha,Low,182605,1 Mukhi Rudraksha,Low,181590,2 Mukhi Rudraksha,Low
Symphony Industrial Air Cooler,symphony industrial air cooler,Symphony Industrial Air Cooler,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 193865   |   Symphony Industrial Air Cooler   |   High || 167520   |   Industrial Air Cooler   |   High || 73229   |   Evaporative Air Cooler   |   Medium || 181894   |   Duct Air Cooler   |   Medium ],alfa-info: [ 193865   |   symphony industrial air cooler   |   High ],mars-info: [ 193865   |   Symphony Industrial Air Cooler   |   High ],[],[],193865,Symphony Industrial Air Cooler,High,167520,Industrial Air Cooler,Medium,73229,Evaporative Air Cooler,Medium,181894,Duct Air Cooler,Medium,21384,Air Coolers,Low
Mini Bus Rental,mini bus rental,Mini Bus Rental,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 209147   |   Mini Bus Rental   |   High || 43206   |   Vehicle Rental   |   Medium || 42065   |   Bus Rental   |   Medium ],alfa-info: [ 209147   |   mini bus rental   |   High ],mars-info: [ 209147   |   Mini Bus Rental   |   High ],[],[],209147,Mini Bus Rental,High,43206,Vehicle Rental,Medium,42065,Bus Rental,Medium,168117,Bus Travel Services,Low,23388,Car Rental,Low
Henna Hair Color,henna hair color,Henna Hair Color,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 727   |   Henna Hair Color   |   High || 190899   |   Brown Henna Hair Color   |   Medium || 11742   |   Hair Color   |   Medium || 1841   |   Henna Powder   |   Medium || 5426   |   Burgundy Henna Powder   |   Medium ],alfa-info: [ 727   |   henna hair color   |   High ],mars-info: [ 727   |   Henna Hair Color   |   High ],[],[],727,Henna Hair Color,High,190899,Brown Henna Hair Color,High,11742,Hair Color,Medium,1841,Henna Powder,Medium,5426,Burgundy Henna Powder,Medium
Bakery Flour,bakery flour,Bakery Flour,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 4207   |   Bakery Flour   |   High || 4208   |   Bakery Ingredients   |   Medium || 3398   |   Wheat Flour   |   Medium || 68958   |   Maida   |   Medium ],alfa-info: [ 4207   |   bakery flour   |   High ],mars-info: [ 4207   |   Bakery Flour   |   High ],[],[],4207,Bakery Flour,High,4208,Bakery Ingredients,Medium,3398,Wheat Flour,Medium,68958,Maida,Medium,146881,Organic Wheat Flour,Low
Submersible Pump Control Panels,submersible pump control panels,Submersible Pump Control Panels,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 166177   |   Submersible Pump Control Panels   |   High || 34824   |   Pump Control Panels   |   Medium || 167194   |   Single Phase Control Panel   |   Medium || 157843   |   Three-Phase Control Panel   |   Medium ],alfa-info: [ 166177   |   submersible pump control panels   |   High ],mars-info: [ 166177   |   Submersible Pump Control Panels   |   High ],[],[],166177,Submersible Pump Control Panels,High,34824,Pump Control Panels,Medium,167194,Single Phase Control Panel,Medium,157843,Three-Phase Control Panel,Medium,33567,Motor Starter,Low
Scrolling LED Display,scrolling led display,Scrolling LED Display,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 160818   |   Scrolling LED Display   |   High || 37650   |   Scrolling Displays   |   Medium || 95424   |   LED Display Board   |   Medium ],alfa-info: [ 160818   |   scrolling led display   |   High ],mars-info: [ 160818   |   Scrolling LED Display   |   High ],[],[],160818,Scrolling LED Display,High,37650,Scrolling Displays,High,95424,LED Display Board,Medium,181452,LED Sign Board,Low,95438,Outdoor LED Display,Low
AC Induction Motor,ac induction motor,AC Induction Motor,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 21550   |   AC Induction Motor   |   High || 131725   |   Three Phase Induction Motor   |   Medium || 9483   |   Single Phase Induction Motor   |   Medium || 10971   |   Induction Motors   |   Medium || 203372   |   Siemens Induction Motors   |   Medium || 446   |   FHP Motor   |   Medium ],alfa-info: [ 21550   |   ac induction motor   |   High ],mars-info: [ 21550   |   AC Induction Motor   |   High ],[],[],21550,AC Induction Motor,High,131725,Three Phase Induction Motor,High,9483,Single Phase Induction Motor,Medium,446,FHP Motor,Medium,203372,Siemens Induction Motors,Medium
Nerolac Enamel Paints,nerolac enamel paints,Nerolac Enamel Paints,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 194007   |   Nerolac Enamel Paints   |   High || 27803   |   Enamel Paints   |   High || 161038   |   Synthetic Enamel Paint   |   Medium || 189430   |   Nerolac Emulsion Paints   |   Medium ],alfa-info: [ 194007   |   nerolac enamel paints   |   High ],mars-info: [ 194007   |   Nerolac Enamel Paints   |   High ],[],[],194007,Nerolac Enamel Paints,High,27803,Enamel Paints,Medium,161038,Synthetic Enamel Paint,Medium,189430,Nerolac Emulsion Paints,Medium,27799,Emulsion Paints,Low
Herbal Memory Booster Capsules Tablets,herbal memory booster capsules tablets,Herbal Memory Booster Capsules Tablets,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 151550   |   Herbal Memory Booster Capsules Tablets   |   High ],alfa-info: [ 151550   |   herbal memory booster capsules tablets   |   High ],mars-info: [ 151550   |   Herbal Memory Booster Capsules Tablets   |   High ],[],[],151550,Herbal Memory Booster Capsules Tablets,High,110106,Ayurvedic Brain Tonic,Low,4151,Ayurvedic Medicine,Low,222874,Ayurvedic Third Party Manufacturer,Low,96553,Allopathic Immunity Booster,Low
Paddy Rice,paddy rice,Paddy Rice,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 34355   |   Paddy Rice   |   High || 105901   |   Rice   |   Medium || 152943   |   Sona Masoori Rice   |   Medium ],alfa-info: [ 34355   |   paddy rice   |   High ],mars-info: [ 34355   |   Paddy Rice   |   High ],[],[],34355,Paddy Rice,High,105901,Rice,Medium,152943,Sona Masoori Rice,Medium,2093,Basmati Rice,Low,9647,Long Grain Rice,Low
Megestrol Acetate Tablets,megestrol acetate tablets,Megestrol Acetate Tablets,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 161675   |   Megestrol Acetate Tablets   |   High || 4805   |   Anti Cancer Medicines   |   Medium || 7512   |   Oncology Drug   |   Medium ],alfa-info: [ 161675   |   megestrol acetate tablets   |   High ],mars-info: [ 161675   |   Megestrol Acetate Tablets   |   High ],[],[],161675,Megestrol Acetate Tablets,High,4805,Anti Cancer Medicines,Medium,7512,Oncology Drug,Medium,181805,Pharmaceutical Third Party Manufacturing,Low,178449,PCD Pharma Franchise,Low
Printed Flags,printed flags,Printed Flags,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 43616   |   Printed Flags   |   High || 43785   |   Promotional Flags   |   Medium || 36186   |   Religious Flags   |   Medium || 6659   |   Indian National Flag   |   Medium ],alfa-info: [ 43616   |   printed flags   |   High ],mars-info: [ 43616   |   Printed Flags   |   High ],[],[],43616,Printed Flags,High,43785,Promotional Flags,Medium,36186,Religious Flags,Medium,6659,Indian National Flag,Medium,73351,Car Flag,Low
pampers baby diaper,pampers baby diaper,pampers baby diaper,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 182843   |   Pampers Baby Diaper   |   High || 55663   |   Diaper   |   High || 4167   |   Baby Diapers   |   Medium || 179372   |   Baby Diaper Pants   |   Medium ],alfa-info: [ 182843   |   pampers baby diaper   |   High ],mars-info: [ 182843   |   Pampers Baby Diaper   |   High ],[],[],182843,Pampers Baby Diaper,High,55663,Diaper,Medium,4167,Baby Diapers,Medium,179372,Baby Diaper Pants,Medium,205235,Mamy Poko Pants Diaper,Low
Texmo Submersible Pumps,texmo submersible pumps,Texmo Submersible Pumps,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 190390   |   Texmo Submersible Pumps   |   High || 2085   |   Submersible Pump   |   High || 7529   |   Open Well Submersible Pump   |   Medium || 39232   |   Submersible Motors   |   Medium ],alfa-info: [ 190390   |   texmo submersible pumps   |   High ],mars-info: [ 190390   |   Texmo Submersible Pumps   |   High ],[],[],190390,Texmo Submersible Pumps,High,2085,Submersible Pump,Medium,7529,Open Well Submersible Pump,Medium,39232,Submersible Motors,Medium,187396,Borewell Submersible Pump,Low
Adhesive Gum,adhesive gum,Adhesive Gum,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 141735   |   Adhesive Gum   |   High || 132530   |   Sticker Adhesive   |   High || 32217   |   Liquid Glue   |   High || 178873   |   Fevicol Adhesive   |   Medium || 334   |   Glue   |   Medium || 55063   |   Marble Adhesive   |   Medium ],alfa-info: [ 141735   |   adhesive gum   |   High ],mars-info: [ 141735   |   Adhesive Gum   |   High ],[],[],141735,Adhesive Gum,High,132530,Sticker Adhesive,Medium,32217,Liquid Glue,Medium,334,Glue,Medium,178873,Fevicol Adhesive,Medium
Diclofenac Sodium Tablet,diclofenac sodium tablet,Diclofenac Sodium Tablet,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 192388   |   Diclofenac Sodium Tablet   |   High || 280474   |   Diclofenac Paracetamol Tablet   |   Medium || 257215   |   Trypsin Bromelain Rutoside And Diclofenac Tablets   |   Medium ],alfa-info: [ 192388   |   diclofenac sodium tablet   |   High ],mars-info: [ 192388   |   Diclofenac Sodium Tablet   |   High ],[],[],192388,Diclofenac Sodium Tablet,High,280474,Diclofenac Paracetamol Tablet,High,257215,Trypsin Bromelain Rutoside And Diclofenac Tablets,Medium,181805,Pharmaceutical Third Party Manufacturing,Low,178449,PCD Pharma Franchise,Low
Texture Wall Finish,texture wall finish,Texture Wall Finish,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 85232   |   Texture Wall Finish   |   High || 38613   |   Wall Textures   |   High || 153487   |   Texture Paints   |   Medium ],alfa-info: [ 85232   |   texture wall finish   |   High ],mars-info: [ 85232   |   Texture Wall Finish   |   High ],[],[],85232,Texture Wall Finish,High,38613,Wall Textures,High,153487,Texture Paints,Medium,27799,Emulsion Paints,Low,56046,Wall Putty,Low
Wall Sconces,wall sconces,Wall Sconces,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 97   |   Wall Sconces   |   High || 5489   |   Candle Wall Sconce   |   High || 15868   |   Iron Wall Sconce   |   High || 39406   |   Wall Light   |   Medium || 20046   |   Wall Lamp   |   Medium || 4868   |   Antique Wall Sconces   |   Medium || 15198   |   Brass Wall Sconce   |   Medium || 72854   |   Glass Wall Sconce   |   Medium || 15237   |   Bronze Wall Sconce   |   Medium || 20365   |   Wrought Iron Wall Sconce   |   Medium || 13402   |   Copper Wall Sconce   |   Medium ],alfa-info: [ 97   |   wall sconces   |   High ],mars-info: [ 97   |   Wall Sconces   |   High ],[],[],97,Wall Sconces,High,5489,Candle Wall Sconce,High,15868,Iron Wall Sconce,Medium,72854,Glass Wall Sconce,Medium,20046,Wall Lamp,Medium
Water Dispenser Parts,water dispenser parts,Water Dispenser Parts,0,TRUE,success,TRUE,success,TRUE,success,FALSE,FALSE,FALSE,FALSE,TRUE,solr-info: [ 116336   |   Water Dispenser Parts   |   High || 118965   |   Dispenser Tap   |   Medium ],alfa-info: [ 116336   |   water dispenser parts   |   High ],mars-info: [ 116336   |   Water Dispenser Parts   |   High ],[],[],116336,Water Dispenser Parts,High,118965,Dispenser Tap,Medium,137017,Soda Machine Spares,Low,139261,Coffee Vending Machine Parts,Low,133867,Lancer Valve,Low
